"","New_ID","Site","Transect.x","Depth_m","Benthic_Complexity","cropper","browser","detritivore","excavator","scraper","turf_algae","rock","hydrocoral","halimeda","cca","macroalgae","complex_octocoral","other_octocoral","seagrass","sponge","HC_complex","HC_encrusting","HC_plate","HC_other","HC_bleached","HC_dead","HC_massive_submass","unconsolidated_subs","Transect.y","Depth","Survey","Site_recode","Survey_recode","total_macroalgae","total_hard_coral"
"23","Feb_21|FRED-01|T1","FRED-01","T1",34.8,1,7,0,1,0,0,0,1.52,0,0,0,62.12,0,0,0,0,0,0,0,0,0,0,4.55,31.82,"T1",34.8,"Feb-21","FRED-01","Feb_21",62.12,4.55
"24","Feb_21|HERA-01|T2","HERA-01","T2",35.3,2,0,0,8,0,0,0,3.39,0,1.69,0,20.34,1.69,0,0,0,3.39,0,1.69,0,0,0,0,67.8,"T2",35.3,"Feb-21","HERA-01","Feb_21",22.03,5.08
"25","Feb_21|HERA-01|T4","HERA-01","T4",43.5,2,8,0,1,0,0,0,0,0,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,94.34,"T4",43.5,"Feb-21","HERA-01","Feb_21",5.66,0
"26","Feb_21|HERA-01|T5","HERA-01","T5",43.8,2,9,0,1,0,1,0,4.65,0,0,0,68.6,4.65,0,0,0,0,0,1.16,0,0,0,0,20.93,"T5",43.8,"Feb-21","HERA-01","Feb_21",68.6,1.16
"27","Feb_21|HERA-01|T6","HERA-01","T6",41.7,2,18,2,4,0,0,0,0,0,0,0,60.47,8.14,0,0,1.16,1.16,0,0,2.33,0,0,0,26.74,"T6",41.7,"Feb-21","HERA-01","Feb_21",60.47,3.49
"28","Feb_21|HERA-01|T7","HERA-01","T7",40.5,2,10,1,8,0,8,0,0,0,0,0,58.97,0,0,0,0,2.56,0,0,0,0,0,1.28,37.18,"T7",40.5,"Feb-21","HERA-01","Feb_21",58.97,3.84
"29","Feb_21|HERA-01|T8","HERA-01","T8",40.4,2,20,0,3,4,1,0,10,0,0,0,47.5,2.5,0,0,0,0,1.25,0,3.75,0,0,0,35,"T8",40.4,"Feb-21","HERA-01","Feb_21",47.5,5
"30","Feb_21|HERA-01|T9","HERA-01","T9",37.1,3,14,3,8,0,3,0,1.47,0,0,0,58.82,7.35,0,0,0,1.47,0,0,5.88,0,0,0,25,"T9",37.1,"Feb-21","HERA-01","Feb_21",58.82,7.35
"31","Feb_21|HOLM-02|T1","HOLM-02","T1",62.7,3,2,0,0,0,0,25.4,6.35,0,15.87,0,1.59,33.33,0,0,4.76,0,0,0,0,0,0,0,12.7,"T1",62.7,"Feb-21","HOLM-02","Feb_21",17.46,0
"32","Feb_21|HOLM-02|T10","HOLM-02","T10",37,2,10,0,2,0,1,15.62,0,3.12,0,0,21.88,12.5,1.56,0,4.69,1.56,3.12,3.12,0,0,0,3.12,29.69,"T10",37,"Feb-21","HOLM-02","Feb_21",21.88,10.92
"33","Feb_21|HOLM-02|T11","HOLM-02","T11",35,2,11,1,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Feb_21|HOLM-02|T12","HOLM-02","T12",31.2,2,3,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Feb_21|HOLM-02|T13","HOLM-02","T13",28,2,8,0,10,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Feb_21|HOLM-02|T2","HOLM-02","T2",63.7,3,6,0,0,0,0,17.65,0,0,19.12,0,5.88,26.47,0,0,2.94,1.47,7.35,4.41,1.47,0,0,1.47,11.76,"T2",63.7,"Feb-21","HOLM-02","Feb_21",25,16.17
"37","Feb_21|HOLM-02|T4","HOLM-02","T4",63.2,4,4,2,0,0,0,14.86,0,0,25.68,0,1.35,28.38,0,0,2.7,0,0,0,0,0,0,0,27.03,"T4",63.2,"Feb-21","HOLM-02","Feb_21",27.03,0
"38","Feb_21|HOLM-02|T6","HOLM-02","T6",56.6,3,3,0,0,0,0,14.71,2.94,1.47,8.82,0,4.41,26.47,1.47,0,8.82,2.94,10.29,0,0,0,0,0,17.65,"T6",56.6,"Feb-21","HOLM-02","Feb_21",13.23,13.23
"39","Feb_21|HOLM-02|T7","HOLM-02","T7",54.5,4,3,0,0,0,0,17.65,0,0,41.18,0,1.47,20.59,0,0,2.94,1.47,4.41,1.47,1.47,0,0,0,7.35,"T7",54.5,"Feb-21","HOLM-02","Feb_21",42.65,8.82
"40","Feb_21|HOLM-02|T9","HOLM-02","T9",45,4,2,0,0,0,0,17.57,0,10.81,4.05,0,9.46,20.27,0,0,2.7,8.11,8.11,1.35,1.35,0,0,0,16.22,"T9",45,"Feb-21","HOLM-02","Feb_21",13.51,18.92
"41","Feb_21|KENN-01|T1","KENN-01","T1",40.8,4,5,1,4,0,2,4,24,0,0,0,16,7,2,0,0,10,6,4,14,9,1,3,0,"T1",40.8,"Feb-21","KENN-01","Feb_21",16,37
"42","Feb_21|KENN-01|T2","KENN-01","T2",31.1,4,4,0,3,1,2,6.85,17.81,0,0,0,2.74,15.07,0,0,0,6.85,5.48,13.7,15.07,0,0,6.85,9.59,"T2",31.1,"Feb-21","KENN-01","Feb_21",2.74,47.95
"43","Feb_21|KENN-01|T3","KENN-01","T3",31.4,3,29,3,5,1,4,8.2,21.31,1.64,0,0,9.84,6.56,0,0,3.28,8.2,6.56,8.2,8.2,0,3.28,3.28,11.48,"T3",31.4,"Feb-21","KENN-01","Feb_21",9.84,34.44
"44","Feb_21|KENN-01|T4","KENN-01","T4",32.3,3,8,0,0,0,0,15.15,15.15,6.06,0,0,3.03,15.15,0,0,1.52,7.58,4.55,3.03,4.55,0,0,12.12,12.12,"T4",32.3,"Feb-21","KENN-01","Feb_21",3.03,31.83
"45","Feb_21|MARI-01|T1","MARI-01","T1",33.9,2,1,0,7,0,1,8.51,10.64,0,0,0,23.4,0,0,0,0,4.26,0,0,0,0,0,0,53.19,"T1",33.9,"Feb-21","MARI-01","Feb_21",23.4,4.26
"46","Feb_21|MARI-01|T6","MARI-01","T6",35,1,1,0,4,0,1,0,11.11,0,8.89,0,17.78,0,0,0,0,0,0,0,0,0,0,0,62.22,"T6",35,"Feb-21","MARI-01","Feb_21",26.67,0
"47","Feb_21|OSPR-01|T12","OSPR-01","T12",44.7,3.5,1,0,0,0,0,2.78,27.78,0,0,0,0,30.56,1.39,0,1.39,0,5.56,23.61,0,0,0,0,6.94,"T12",61.4,"Feb-21","OSPR-01","Feb_21",0,29.17
"48","Feb_21|OSPR-01|T14","OSPR-01","T14",55,3,3,0,0,1,0,0,33.33,0,0,0,0,47.62,4.76,0,1.59,0,7.94,3.17,0,0,0,1.59,0,"T14",54.6,"Feb-21","OSPR-01","Feb_21",0,12.7
"49","Feb_21|OSPR-01|T15","OSPR-01","T15",52.4,4,1,0,0,1,1,2.6,32.47,0,0,0,0,48.05,0,0,2.6,0,3.9,1.3,0,0,0,1.3,7.79,"T15",59.8,"Feb-21","OSPR-01","Feb_21",0,6.5
"50","Feb_21|OSPR-01|T16","OSPR-01","T16",38.2,2.5,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Feb_21|OSPR-01|T16","OSPR-01","T16",66.2,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Feb_21|OSPR-01|T17","OSPR-01","T17",35.3,2.5,2,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Feb_21|OSPR-01|T18","OSPR-01","T18",33.3,3,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Feb_21|OSPR-01|T19","OSPR-01","T19",28.2,2.5,1,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Feb_21|OSPR-01|T19","OSPR-01","T19",53.2,3,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Feb_21|OSPR-01|T21","OSPR-01","T21",21.8,2.5,8,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Feb_21|OSPR-01|T21","OSPR-01","T21",52.8,4,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Feb_21|OSPR-01|T22","OSPR-01","T22",18.8,3,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Feb_21|OSPR-01|T22","OSPR-01","T22",47.8,2,4,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Feb_21|OSPR-01|T23","OSPR-01","T23",16.4,3,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Feb_21|OSPR-01|T24","OSPR-01","T24",14.1,2.5,3,0,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Feb_21|OSPR-01|T24","OSPR-01","T24",41.2,4,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Feb_21|OSPR-01|T25","OSPR-01","T25",9.1,2.5,11,0,12,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Feb_21|OSPR-01|T25","OSPR-01","T25",32.8,3,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Feb_21|OSPR-01|T26","OSPR-01","T26",7.1,2.5,0,0,16,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Feb_21|OSPR-01|T26","OSPR-01","T26",35.7,2.5,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Feb_21|OSPR-01|T27","OSPR-01","T27",7,2.5,0,1,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Feb_21|OSPR-01|T27","OSPR-01","T27",36.6,3,3,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Feb_21|OSPR-01|T28","OSPR-01","T28",28.8,3,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Feb_21|OSPR-01|T29","OSPR-01","T29",25.5,2.5,1,0,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Feb_21|OSPR-01|T3","OSPR-01","T3",77.2,3,2,0,0,0,0,0,82.5,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,"T3",94.1,"Feb-21","OSPR-01","Feb_21",0,0
"72","Feb_21|OSPR-01|T30","OSPR-01","T30",23.7,3,0,0,7,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Feb_21|OSPR-01|T31","OSPR-01","T31",18.9,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Feb_21|OSPR-01|T32","OSPR-01","T32",15.4,2.5,2,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Feb_21|OSPR-01|T33","OSPR-01","T33",12.7,3,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Feb_21|OSPR-01|T34","OSPR-01","T34",5.1,1,3,1,16,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Feb_21|OSPR-01|T35","OSPR-01","T35",7.1,1,2,0,8,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Feb_21|OSPR-01|T36","OSPR-01","T36",9.1,1,2,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Feb_21|OSPR-01|T7","OSPR-01","T7",67.8,3.5,1,0,0,0,0,5.06,18.99,0,0,0,0,25.32,0,0,2.53,0,0,45.57,0,0,0,0,2.53,"T7",71.6,"Feb-21","OSPR-01","Feb_21",0,45.57
"80","Feb_21|OSPR-01|T7","OSPR-01","T7",96.3,2,0,0,0,0,1,5.06,18.99,0,0,0,0,25.32,0,0,2.53,0,0,45.57,0,0,0,0,2.53,"T7",71.6,"Feb-21","OSPR-01","Feb_21",0,45.57
"81","Feb_21|OSPR-01|T8","OSPR-01","T8",65.8,4,2,0,0,0,0,6.49,31.17,0,0,0,0,25.97,0,0,2.6,0,1.3,20.78,0,0,0,0,11.69,"T8",74.4,"Feb-21","OSPR-01","Feb_21",0,22.08
"82","Feb_21|OSPR-01|T9","OSPR-01","T9",63.2,3,2,0,0,0,0,4.05,37.84,0,1.35,0,0,28.38,0,0,4.05,0,2.7,16.22,0,0,2.7,0,2.7,"T9",77.2,"Feb-21","OSPR-01","Feb_21",1.35,18.92
"83","Feb_21|SAUM-01|T2","SAUM-01","T2",29.6,1,2,0,0,0,0,0,11.11,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,55.56,"T2",29.6,"Feb-21","SAUM-01","Feb_21",33.33,0
"84","Feb_21|SAUM-01|T4","SAUM-01","T4",29.6,0,6,0,0,0,0,0,0,0,14.58,0,18.75,2.08,0,0,10.42,0,0,0,0,0,0,0,54.17,"T4",29.6,"Feb-21","SAUM-01","Feb_21",33.33,0
"85","Feb_21|SAUM-01|T5","SAUM-01","T5",29.5,1,13,2,0,0,0,0,0,0,11.32,0,39.62,0,0,0,5.66,0,0,0,0,0,0,0,43.4,"T5",29.5,"Feb-21","SAUM-01","Feb_21",50.94,0
"86","Feb_21|SAUM-01|T6","SAUM-01","T6",29.9,1,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Feb_21|WILL-01|T1","WILL-01","T1",35.2,3,3,0,6,0,1,6.82,20.45,4.55,0,0,15.91,9.09,1.14,0,0,5.68,5.68,3.41,3.41,0,1.14,1.14,21.59,"T1",35.2,"Feb-21","WILL-01","Feb_21",15.91,19.32
"88","Feb_21|WILL-01|T10","WILL-01","T10",50.4,3,0,0,3,1,2,5.56,4.44,0,7.78,0,11.11,5.56,0,0,3.33,0,0,0,0,0,0,1.11,61.11,"T10",50.4,"Feb-21","WILL-01","Feb_21",18.89,1.11
"89","Feb_21|WILL-01|T11","WILL-01","T11",50.1,3,4,0,2,0,0,0,33.33,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,50,"T11",50.1,"Feb-21","WILL-01","Feb_21",16.67,0
"90","Feb_21|WILL-01|T12","WILL-01","T12",40,3,1,0,0,0,0,6.06,19.7,10.61,0,0,19.7,3.03,0,0,1.52,0,1.52,4.55,0,0,1.52,7.58,24.24,"T12",40,"Feb-21","WILL-01","Feb_21",19.7,13.65
"91","Feb_21|WILL-01|T13","WILL-01","T13",43,3,2,0,1,0,0,4.05,20.27,0,4.05,0,41.89,1.35,0,0,1.35,0,1.35,8.11,0,0,0,4.05,13.51,"T13",43,"Feb-21","WILL-01","Feb_21",45.94,13.51
"92","Feb_21|WILL-01|T14","WILL-01","T14",42,3,1,0,0,0,0,18.03,4.92,1.64,0,0,21.31,6.56,1.64,0,3.28,0,3.28,1.64,4.92,0,0,3.28,29.51,"T14",42,"Feb-21","WILL-01","Feb_21",21.31,13.12
"93","Feb_21|WILL-01|T15","WILL-01","T15",42,3,10,0,2,0,3,14.75,11.48,0,0,0,24.59,4.92,0,0,1.64,1.64,6.56,1.64,4.92,0,0,9.84,18.03,"T15",42,"Feb-21","WILL-01","Feb_21",24.59,24.6
"94","Feb_21|WILL-01|T2","WILL-01","T2",42.3,4,6,0,0,0,0,0,10,0,1.25,0,40,11.25,1.25,0,1.25,1.25,0,3.75,1.25,0,1.25,1.25,26.25,"T2",42.3,"Feb-21","WILL-01","Feb_21",41.25,7.5
"95","Feb_21|WILL-01|T3","WILL-01","T3",44.4,4,1,0,0,0,0,0,7.04,0,2.82,0,38.03,14.08,1.41,0,0,0,1.41,0,1.41,0,0,2.82,30.99,"T3",44.4,"Feb-21","WILL-01","Feb_21",40.85,5.64
"96","Feb_21|WILL-01|T4","WILL-01","T4",51.5,3,3,0,2,0,0,0,10.45,0,2.99,0,13.43,19.4,0,0,2.99,0,0,0,0,0,0,4.48,46.27,"T4",51.5,"Feb-21","WILL-01","Feb_21",16.42,4.48
"97","Feb_21|WILL-01|T5","WILL-01","T5",52.3,3,1,0,0,0,0,4.55,4.55,0,13.64,0,10.61,16.67,1.52,0,3.03,0,0,3.03,0,0,0,4.55,37.88,"T5",52.3,"Feb-21","WILL-01","Feb_21",24.25,7.58
"98","Feb_21|WILL-01|T6","WILL-01","T6",52.3,3,2,0,0,0,1,0,0,0,3.8,0,0,7.59,5.06,0,0,0,0,0,0,0,0,0,83.54,"T6",52.3,"Feb-21","WILL-01","Feb_21",3.8,0
"99","Feb_21|WILL-01|T8","WILL-01","T8",44.8,2,1,0,0,0,0,6.58,19.74,0,0,0,23.68,2.63,0,0,0,0,0,3.95,0,0,0,3.95,39.47,"T8",44.8,"Feb-21","WILL-01","Feb_21",23.68,7.9
"100","Feb_21|WILL-01|T9","WILL-01","T9",44.1,2,3,0,0,0,2,10.26,20.51,0,0,0,11.54,3.85,1.28,0,6.41,0,0,0,0,0,0,3.85,42.31,"T9",44.1,"Feb-21","WILL-01","Feb_21",11.54,3.85
"101","Feb_21|WREC-01|T1","WREC-01","T1",31.5,3,7,0,3,0,3,38.18,10.91,0,0,0,9.09,1.82,1.82,0,0,16.36,5.45,3.64,12.73,0,0,0,0,"T1",31.5,"Feb-21","WREC-01","Feb_21",9.09,38.18
"102","Feb_21|WREC-01|T2","WREC-01","T2",36.5,3,4,0,10,0,5,25.58,18.6,0,0,0,32.56,0,0,0,0,4.65,2.33,4.65,6.98,0,0,0,4.65,"T2",36.5,"Feb-21","WREC-01","Feb_21",32.56,18.61
"103","Feb_21|WREC-01|T3","WREC-01","T3",36.3,3,15,0,14,0,2,35.19,11.11,0,0,0,18.52,1.85,1.85,0,1.85,5.56,0,1.85,9.26,0,0,1.85,11.11,"T3",36.3,"Feb-21","WREC-01","Feb_21",18.52,18.52
"104","Feb_22|HSUP-01|T1","HSUP-01","T1",61.3,4,2,0,0,0,0,51.61,0,0,0,0,0,32.26,0,0,9.68,3.23,0,3.23,0,0,0,0,0,"T1",61.3,"Feb-22","HSUP-01","Feb_22",0,6.46
"105","Feb_22|HSUP-01|T2","HSUP-01","T2",55.5,5,3,0,1,0,0,42.11,1.32,0,2.63,0,5.26,18.42,0,0,0,2.63,3.95,3.95,1.32,0,0,1.32,17.11,"T2",55.5,"Feb-22","HSUP-01","Feb_22",7.89,13.17
"106","Feb_22|HSUP-01|T3","HSUP-01","T3",47.6,4,6,0,3,0,0,34.85,0,0,0,0,15.15,28.79,1.52,0,0,1.52,4.55,1.52,0,0,0,1.52,10.61,"T3",47.6,"Feb-22","HSUP-01","Feb_22",15.15,9.11
"107","Feb_22|HSUP-01|T4","HSUP-01","T4",39.6,4,16,0,5,0,0,37.88,1.52,1.52,4.55,0,9.09,19.7,0,0,0,4.55,12.12,0,3.03,0,0,0,6.06,"T4",39.6,"Feb-22","HSUP-01","Feb_22",13.64,19.7
